id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
12678	phylum	"Deinococcus-Thermus"	1	1	5			2.46	0.00	[3, 4, 4, 3, 4, 5, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2]
12679	phylum	"Gemmatimonadetes"	1	1	2			1.67	0.00	[1, 2, 2]
12680	phylum	"Actinobacteria"	1	1	11			1.83	0.00	[2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 3, 1, 3, 2, 5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 4, 3, 3, 3, 2, 6, 4, 3, 3, 3, 3, 4, 3, 3, 5, 4, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3, 4, 5, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 5, 5, 5, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 1, 3, 3, 3, 2, 8, 9, 9, 11, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 6, 6, 6, 7, 6, 6, 7, 6, 7, 6, 6, 5, 5, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 7, 6, 7, 6, 6, 7, 6, 7, 6, 6, 7, 7, 6, 6, 6, 7, 6, 5, 6, 7, 6, 7, 6, 6, 6, 7, 6, 5, 7, 6, 6, 6, 6, 7, 6, 6, 5, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 4, 5, 3, 3, 1, 1, 6, 6, 4, 3, 6, 6, 3, 3, 3, 3, 3, 3, 5, 6, 4, 5, 5, 5, 5, 6, 4, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 2, 1, 2, 2, 3, 3, 5, 2, 2, 3, 6, 5, 6, 3, 3, 3, 4, 4, 4, 4, 3, 6, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 5, 4, 4, 4, 3, 6, 4, 4, 4, 4, 6, 4, 5, 4, 4, 4, 6, 5, 3, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 6, 5, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 6, 5, 6, 6, 6, 4, 6, 6, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 6, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 2, 2, 5, 4, 4, 4, 4, 4, 4, 5, 4, 4, 5, 4, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 5, 6, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 2, 3, 3, 4, 3, 4, 4, 3, 3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 4, 2, 4, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 3, 4, 3, 3, 2, 1, 3, 3, 4, 4, 4, 2, 2, 2, 2, 2, 2, 6, 5, 4, 5, 6, 6, 7, 6, 6, 6, 6, 6, 8, 6, 5, 4, 5, 6, 6, 6, 4, 9, 4, 5, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 2, 2, 2, 3, 3, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 1, 1, 2, 2, 2, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 4, 2, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 4, 5, 5, 4, 5, 5, 4, 4, 4, 4, 2, 4, 2, 5, 6, 4, 5, 3, 4, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 2, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 3, 4, 4, 4, 1, 1, 1]
12681	phylum	"Aquificae"	1	1	3			2.04	0.00	[3, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2]
12682	phylum	Firmicutes	8	1	17			3.98	2.55	[1, 1, 2, 5, 3, 11, 6, 7, 4, 4, 6, 6, 5, 5, 5, 15, 12, 14, 14, 17, 11, 12, 12, 8, 12, 13, 13, 9, 14, 14, 13, 12, 8, 13, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 10, 15, 12, 9, 9, 10, 13, 9, 11, 6, 10, 10, 14, 10, 11, 12, 12, 13, 8, 8, 8, 8, 9, 10, 8, 9, 15, 14, 8, 8, 8, 8, 13, 10, 11, 4, 4, 4, 9, 9, 6, 6, 5, 6, 6, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 7, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 7, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 5, 7, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 1, 1, 1, 5, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 7, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5, 4, 12, 14, 9, 9, 12, 12, 8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 9, 8, 10, 9, 8, 7, 8, 8, 9, 8, 9, 12, 10, 13, 12, 12, 12, 11, 2, 12, 9, 7, 10, 7, 7, 9, 6, 7, 7, 7, 7, 8, 10, 10, 8, 7, 8, 6, 7, 7, 6, 6, 6, 9, 9, 9, 9, 10, 9, 7, 13, 11, 12, 11, 7, 11, 14, 10, 7, 8, 13, 7, 13, 14, 9, 13, 7, 14, 14, 14, 13, 11, 12, 14, 11, 11, 12, 14, 11, 8, 7, 10, 10, 14, 13, 6, 10, 7, 10, 9, 7, 11, 10, 10, 12, 10, 12, 10, 10, 9, 14, 10, 10, 13, 12, 14, 10, 11, 15, 14, 9, 10, 9, 12, 13, 9, 10, 9, 7, 10, 9, 9, 10, 9, 12, 10, 15, 10, 11, 11, 10, 8, 10, 8, 14, 7, 13, 10, 10, 8, 7, 14, 9, 10, 7, 7, 11, 14, 11, 12, 14, 7, 7, 7, 9, 1, 7, 10, 10, 13, 8, 14, 9, 9, 10, 8, 11, 13, 14, 14, 10, 11, 11, 14, 11, 14, 11, 11, 12, 11, 10, 10, 10, 13, 11, 13, 14, 14, 14, 14, 10, 14, 11, 13, 8, 14, 11, 14, 11, 11, 13, 8, 13, 11, 7, 6, 10, 13, 10, 10, 10, 11, 7, 8, 8, 7, 14, 10, 9, 9, 10, 13, 10, 10, 10, 11, 14, 14, 13, 8, 10, 13, 7, 6, 12, 10, 9, 14, 1, 7, 10, 11, 12, 8, 9, 10, 8, 14, 8, 8, 8, 9, 9, 14, 8, 7, 8, 13, 10, 13, 16, 15, 13, 12, 9, 14, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 15, 10, 7, 10, 10, 8, 9, 10, 12, 10, 14, 14, 9, 8, 10, 10, 9, 10, 13, 5, 8, 9, 10, 9, 13, 11, 9, 9, 10, 10, 8, 8, 10, 8, 9, 11, 8, 8, 8, 15, 15, 14, 11, 9, 14, 9, 13, 12, 13, 10, 9, 8, 9, 10, 14, 8, 8, 8, 8, 8, 10, 14, 7, 15, 9, 9, 11, 10, 9, 8, 10, 8, 10, 9, 9, 10, 10, 13, 8, 12, 9, 14, 12, 10, 10, 8, 10, 10, 9, 11, 8, 14, 14, 14, 14, 10, 13, 9, 14, 14, 14, 8, 9, 9, 9, 8, 12, 15, 7, 13, 13, 13, 12, 13, 13, 13, 13, 13, 13, 10, 10, 8, 10, 11, 14, 10, 9, 9, 11, 8, 8, 8, 8, 7, 9, 14, 8, 9, 8, 7, 9, 9, 7, 15, 13, 9, 9, 8, 9, 9, 10, 9, 9, 10, 8, 9, 10, 8, 8, 14, 14, 9, 9, 9, 9, 9, 13, 9, 14, 8, 9, 9, 8, 9, 9, 9, 9, 10, 9, 11, 8, 9, 9, 9, 10, 8, 13, 9, 14, 14, 12, 9, 8, 9, 14, 14, 8, 8, 9, 7, 7, 7, 8, 8, 9, 7, 9, 9, 9, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 8, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 12, 11, 17, 4, 5, 4, 6, 4, 6, 6, 4, 4, 6, 6, 6, 4, 6, 4, 6, 6, 6, 6, 6, 5, 6, 4, 6, 6, 4, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 4, 6, 6, 4, 5, 6, 6, 6, 7, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 6, 7, 4, 6, 5, 5, 5, 5, 2, 2, 5, 6, 6, 6, 8, 8, 9, 11, 9, 9, 8, 5, 9, 9, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 6, 6, 4, 8, 6, 8, 8, 6, 4, 4, 7, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 5, 4, 5, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 6, 4, 4, 4, 4, 4, 6, 5, 5, 4, 4, 6, 6, 6, 4, 5, 5, 5, 5, 6, 5, 4, 4, 7, 6, 4, 5, 6, 5, 4, 5, 4, 4, 6, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 4, 7, 5, 5, 7, 7, 4, 5, 6, 5, 6, 6, 6, 7, 6, 4, 5, 7, 7, 7, 4, 5, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 6, 7, 7, 1, 6, 6, 6, 4, 7, 6, 3, 5, 4, 7, 4, 6, 9, 6, 6, 8, 6, 6, 8, 4, 5, 6, 4, 4, 4, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 6, 6, 6, 5, 4, 6, 4, 7, 4, 7, 5, 6, 4, 4, 4, 4, 7, 4, 4, 6, 6, 7, 7, 6, 4, 4, 6, 7, 7, 6, 6, 6, 6, 4, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 6, 6, 5, 6, 6, 7, 5, 5, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 5, 4, 7, 7, 7, 7, 4, 4, 4, 5, 4, 5, 4, 6, 6, 6, 6, 6, 4, 5, 5, 4, 6, 5, 4, 6, 6, 6, 6, 6, 4, 4, 7, 7, 7, 7, 7, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 6, 7, 7, 5, 7, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 7, 6, 4, 5, 6, 4, 7, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 4, 4, 6, 6, 4, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 4, 5, 4, 4, 4, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 5, 5, 4, 9, 6, 5, 5, 4, 6, 5, 5, 7, 5, 5, 5, 9, 4, 5, 5, 6, 4, 9, 4, 9, 4, 4, 5, 5, 5, 4, 5, 5, 4, 6, 7, 5, 6, 8, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 5, 5, 4, 6, 5, 4, 4, 5, 5, 7, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 7, 4, 6, 6, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 8, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 6, 6, 5, 7, 7, 6, 6, 6, 5, 5, 7, 5, 7, 6, 5, 5, 5, 5, 11, 10, 8, 9, 8, 9, 5, 5, 4, 4, 5, 4, 9, 4, 5, 5, 9, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 4, 5, 7, 5, 5, 5, 5, 7, 7, 5, 1, 5, 5, 5, 5, 4, 6, 6, 7, 8, 8, 5, 9, 9, 4, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 7, 6, 7, 5, 5, 5, 9, 5, 5, 6, 5, 7, 5, 4, 5, 5, 7, 6, 5, 9, 5, 7, 7, 7, 7, 7, 5, 5, 5, 4, 5, 5, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 6, 4, 4, 4, 5, 4, 7, 4, 4, 9, 15, 4, 7, 4, 4, 4, 5, 5, 4, 4, 4, 4, 7, 7, 7, 6, 6, 4, 5, 6, 3, 2, 2, 4, 4, 4, 5, 5, 5, 5, 6, 2, 11, 11, 5, 4, 3, 5, 5, 6, 5, 5, 7, 5, 2, 5, 11, 2, 4, 8, 4, 6, 8, 4, 3, 3, 4, 3, 3, 3, 4, 3, 2, 4, 2, 3, 4, 4, 6, 6, 6, 6, 2, 3, 3, 2, 2, 2, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 4, 10, 8, 6, 6, 11, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 17, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 4, 2, 6, 5, 5, 5, 11, 6, 11, 10, 7, 8, 10, 10, 7, 14, 8, 8, 9, 9, 9, 11, 11, 9, 9, 9, 9, 9, 9, 11, 10, 11, 9, 8, 11, 9, 12, 9, 16, 8, 14, 10, 10, 10, 10, 8, 11, 11, 10, 16, 4, 9, 9, 9, 11, 10, 11, 9, 9, 10, 10, 6, 8, 7, 10, 10, 10, 16, 9, 9, 9, 12, 8, 9, 7, 10, 12, 11, 12, 14, 12, 12, 10, 10, 9, 9, 10, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 1, 9, 9, 9, 10, 14, 10, 9, 10, 10, 15, 9, 7, 10, 10, 3, 2, 4, 3, 2, 3, 2, 4, 6, 3, 3, 3, 8, 8, 10, 8, 5, 8, 9, 2, 3, 3, 4, 4, 11, 8, 9, 3, 6, 5, 8, 6, 6, 4, 4, 4, 4, 6, 4, 8, 6, 5, 5, 9, 7, 5, 5, 4, 8, 4, 11, 5, 5, 5, 3, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 2, 1, 2, 3, 4, 4, 2, 2, 2, 4, 14, 7, 3, 4, 9, 5, 5, 12, 5, 9]
12683	phylum	"Korarchaeota"	1	1	1			1.00	0.00	[1]
12684	phylum	"Deferribacteres"	1	1	2			1.50	0.00	[1, 2, 2, 2, 2]
12685	phylum	"Caldiserica"	1	1	1			1.00	0.00	[1]
12686	phylum	"Synergistetes"	1	2	5			3.20	0.00	[5, 2, 3, 3, 3]
12687	domain	Archaea	5	1	4			1.18	0.30	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 1, 2, 1, 3, 1, 1, 3, 4, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 3, 3, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 2, 3, 3, 4, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]
